pair_type,uid_a,uid_b,channel_a,channel_b,n_a,n_b,coincidence,ratio_over_chance,distance_um,contacts_apart,refractory_a,refractory_b,refractory_merged,merged_refractory_ok
unsorted-unsorted,C-028 / unsorted,C-018 / unsorted,C-028,C-018,2850,3593,0.0474,36.84,260.0,4,0.0,0.0,0.003,True
unsorted-unsorted,C-005 / unsorted,C-029 / unsorted,C-005,C-029,8327,1280,0.0469,15.73,975.0,15,0.0,0.0,0.0012,True
unsorted-unsorted,C-018 / unsorted,C-017 / unsorted,C-018,C-017,3593,4860,0.0468,26.89,260.0,4,0.0,0.0,0.0034,True
unsorted-unsorted,C-012 / unsorted,C-002 / unsorted,C-012,C-002,1217,20808,0.046,6.18,520.0,8,0.0,0.0,0.0025,True
unsorted-unsorted,C-012 / unsorted,C-001 / unsorted,C-012,C-001,1217,585,0.0444,102.06,1040.0,16,0.0,0.0,0.0006,True
unsorted-unsorted,C-006 / unsorted,C-005 / unsorted,C-006,C-005,1269,8327,0.0433,14.55,260.0,4,0.0,0.0,0.0016,True
unsorted-unsorted,C-011 / unsorted,C-029 / unsorted,C-011,C-029,8741,1280,0.043,13.74,845.0,13,0.0,0.0,0.0012,True
unsorted-unsorted,C-020 / unsorted,C-009 / unsorted,C-020,C-009,9727,1447,0.0428,12.31,195.0,3,0.0,0.0,0.0019,True
unsorted-unsorted,C-026 / unsorted,C-014 / unsorted,C-026,C-014,1405,5857,0.0427,20.38,1235.0,19,0.0,0.0,0.0068,False
unsorted-unsorted,C-021 / unsorted,C-017 / unsorted,C-021,C-017,9950,4860,0.0422,11.85,1300.0,20,0.0,0.0,0.0062,False
unsorted-unsorted,C-025 / unsorted,C-008 / unsorted,C-025,C-008,7555,4713,0.0418,15.46,1755.0,27,0.0,0.0,0.0065,False
unsorted-unsorted,C-027 / unsorted,C-024 / unsorted,C-027,C-024,5137,708,0.041,22.28,390.0,6,0.0,0.0,0.0014,True
unsorted-unsorted,C-012 / unsorted,C-024 / unsorted,C-012,C-024,1217,708,0.041,94.06,195.0,3,0.0,0.0,0.0011,True
unsorted-unsorted,C-019 / unsorted,C-014 / unsorted,C-019,C-014,1518,5857,0.0408,19.49,715.0,11,0.0,0.0,0.0023,True
unsorted-unsorted,C-029 / unsorted,C-014 / unsorted,C-029,C-014,1280,5857,0.0406,19.38,195.0,3,0.0,0.0,0.0023,True
unsorted-unsorted,C-006 / unsorted,C-014 / unsorted,C-006,C-014,1269,5857,0.0402,19.18,1430.0,22,0.0,0.0,0.0049,True
unsorted-unsorted,C-005 / unsorted,C-030 / unsorted,C-005,C-030,8327,1247,0.0401,13.46,1495.0,23,0.0,0.0,0.0014,True
unsorted-unsorted,C-025 / unsorted,C-018 / unsorted,C-025,C-018,7555,3593,0.0398,14.72,1170.0,18,0.0,0.0,0.0045,True
unsorted-unsorted,C-011 / unsorted,C-013 / unsorted,C-011,C-013,8741,1210,0.0397,12.68,780.0,12,0.0,0.0,0.0016,True
unsorted-unsorted,C-005 / unsorted,C-003 / unsorted,C-005,C-003,8327,1391,0.0395,13.27,650.0,10,0.0,0.0,0.0016,True
unsorted-unsorted,C-011 / unsorted,C-030 / unsorted,C-011,C-030,8741,1247,0.0393,12.56,1365.0,21,0.0,0.0,0.0011,True
unsorted-unsorted,C-005 / unsorted,C-019 / unsorted,C-005,C-019,8327,1518,0.0382,12.82,455.0,7,0.0,0.0,0.0025,True
unsorted-unsorted,C-009 / unsorted,C-027 / unsorted,C-009,C-027,1447,5137,0.038,20.68,65.0,1,0.0,0.0,0.0015,True
unsorted-unsorted,C-010 / unsorted,C-020 / unsorted,C-010,C-020,1015,9727,0.0374,10.76,195.0,3,0.0,0.0,0.0014,True
unsorted-unsorted,C-006 / unsorted,C-015 / unsorted,C-006,C-015,1269,3372,0.037,30.7,1950.0,30,0.0,0.0,0.0009,True
unsorted-unsorted,C-014 / unsorted,C-030 / unsorted,C-014,C-030,5857,1247,0.0369,17.6,325.0,5,0.0,0.0,0.0013,True
unsorted-unsorted,C-017 / unsorted,C-015 / unsorted,C-017,C-015,4860,3372,0.0368,21.15,585.0,9,0.0,0.0,0.0035,True
unsorted-unsorted,C-011 / unsorted,C-003 / unsorted,C-011,C-003,8741,1391,0.0367,11.72,520.0,8,0.0,0.0,0.002,True
unsorted-unsorted,C-020 / unsorted,C-007 / unsorted,C-020,C-007,9727,194,0.0361,10.37,715.0,11,0.0,0.0,0.0004,True
unsorted-unsorted,C-003 / unsorted,C-014 / unsorted,C-003,C-014,1391,5857,0.0359,17.15,520.0,8,0.0,0.0,0.0015,True
unsorted-unsorted,C-009 / unsorted,C-014 / unsorted,C-009,C-014,1447,5857,0.0359,17.15,910.0,14,0.0,0.0,0.0012,True
unsorted-unsorted,C-027 / unsorted,C-019 / unsorted,C-027,C-019,5137,1518,0.0343,18.64,130.0,2,0.0,0.0,0.002,True
unsorted-unsorted,C-018 / unsorted,C-008 / unsorted,C-018,C-008,3593,4713,0.034,20.13,585.0,9,0.0,0.0,0.0033,True
unsorted-unsorted,C-006 / unsorted,C-011 / unsorted,C-006,C-011,1269,8741,0.0339,10.83,390.0,6,0.0,0.0,0.0009,True
unsorted-unsorted,C-011 / unsorted,C-019 / unsorted,C-011,C-019,8741,1518,0.0329,10.53,325.0,5,0.0,0.0,0.0022,True
unsorted-unsorted,C-027 / unsorted,C-016 / unsorted,C-027,C-016,5137,213,0.0329,17.88,1300.0,20,0.0,0.0,0.0004,True
unsorted-unsorted,C-010 / unsorted,C-027 / unsorted,C-010,C-027,1015,5137,0.0325,17.69,455.0,7,0.0,0.0,0.0008,True
unsorted-unsorted,C-010 / unsorted,C-012 / unsorted,C-010,C-012,1015,1217,0.0325,74.66,650.0,10,0.0,0.0,0.0014,True
unsorted-unsorted,C-020 / unsorted,C-001 / unsorted,C-020,C-001,9727,585,0.0325,9.33,1495.0,23,0.0,0.0,0.0008,True
unsorted-unsorted,C-006 / unsorted,C-027 / unsorted,C-006,C-027,1269,5137,0.0323,17.58,585.0,9,0.0,0.0,0.0024,True
unsorted-unsorted,C-025 / unsorted,C-012 / unsorted,C-025,C-012,7555,1217,0.0312,11.55,845.0,13,0.0,0.0,0.0027,True
unsorted-unsorted,C-025 / unsorted,C-015 / unsorted,C-025,C-015,7555,3372,0.0311,11.52,2015.0,31,0.0,0.0,0.0044,True
unsorted-unsorted,C-028 / unsorted,C-007 / unsorted,C-028,C-007,2850,194,0.0309,30.33,195.0,3,0.0,0.0,0.0007,True
unsorted-unsorted,C-007 / unsorted,C-014 / unsorted,C-007,C-014,194,5857,0.0309,14.76,390.0,6,0.0,0.0,0.002,True
unsorted-unsorted,C-021 / unsorted,C-002 / unsorted,C-021,C-002,9950,20808,0.0307,4.12,1235.0,19,0.0,0.0,0.0114,False
unsorted-unsorted,C-027 / unsorted,C-013 / unsorted,C-027,C-013,5137,1210,0.0306,16.64,585.0,9,0.0,0.0,0.0032,True
unsorted-unsorted,C-031 / unsorted,C-000 / unsorted,C-031,C-000,1408,3170,0.0305,26.91,65.0,1,0.0,0.0,0.0132,False
unsorted-unsorted,C-021 / unsorted,C-018 / unsorted,C-021,C-018,9950,3593,0.0303,8.52,1040.0,16,0.0,0.0,0.0046,True
unsorted-unsorted,C-021 / unsorted,C-015 / unsorted,C-021,C-015,9950,3372,0.0302,8.5,1885.0,29,0.0,0.0,0.0048,True
unsorted-unsorted,C-020 / unsorted,C-024 / unsorted,C-020,C-024,9727,708,0.0297,8.52,650.0,10,0.0,0.0,0.0007,True
unsorted-unsorted,C-012 / unsorted,C-017 / unsorted,C-012,C-017,1217,4860,0.0296,17.01,585.0,9,0.0,0.0,0.0018,True
unsorted-unsorted,C-025 / unsorted,C-021 / unsorted,C-025,C-021,7555,9950,0.029,8.14,130.0,2,0.0,0.0,0.0079,False
unsorted-unsorted,C-021 / unsorted,C-008 / unsorted,C-021,C-008,9950,4713,0.0289,8.11,1625.0,25,0.0,0.0,0.0056,False
unsorted-unsorted,C-012 / unsorted,C-008 / unsorted,C-012,C-008,1217,4713,0.0288,17.05,910.0,14,0.0,0.0,0.0015,True
unsorted-unsorted,C-002 / unsorted,C-016 / unsorted,C-002,C-016,20808,213,0.0282,3.78,585.0,9,0.0,0.0,0.0006,True
unsorted-unsorted,C-028 / unsorted,C-015 / unsorted,C-028,C-015,2850,3372,0.0281,23.26,1105.0,17,0.0,0.0,0.0021,True
unsorted-unsorted,C-012 / unsorted,C-003 / unsorted,C-012,C-003,1217,1391,0.0279,56.13,130.0,2,0.0,0.0,0.0016,True
unsorted-unsorted,C-021 / unsorted,C-012 / unsorted,C-021,C-012,9950,1217,0.0263,7.39,715.0,11,0.0,0.0,0.0026,True
unsorted-unsorted,C-025 / unsorted,C-007 / unsorted,C-025,C-007,7555,194,0.0258,9.53,1105.0,17,0.0,0.0,0.0,True
unsorted-unsorted,C-026 / unsorted,C-007 / unsorted,C-026,C-007,1405,194,0.0258,51.27,845.0,13,0.0,0.0,0.0,True
unsorted-unsorted,C-005 / unsorted,C-007 / unsorted,C-005,C-007,8327,194,0.0258,8.65,780.0,12,0.0,0.0,0.0001,True
unsorted-unsorted,C-027 / unsorted,C-007 / unsorted,C-027,C-007,5137,194,0.0258,14.02,455.0,7,0.0,0.0,0.0008,True
unsorted-unsorted,C-024 / unsorted,C-007 / unsorted,C-024,C-007,708,194,0.0258,101.74,65.0,1,0.0,0.0,0.0,True
unsorted-unsorted,C-007 / unsorted,C-029 / unsorted,C-007,C-029,194,1280,0.0258,56.27,195.0,3,0.0,0.0,0.0,True
unsorted-unsorted,C-007 / unsorted,C-002 / unsorted,C-007,C-002,194,20808,0.0258,3.46,260.0,4,0.0,0.0,0.0002,True
unsorted-unsorted,C-007 / unsorted,C-000 / unsorted,C-007,C-000,194,3170,0.0258,22.23,520.0,8,0.0,0.0,0.003,True
unsorted-unsorted,C-007 / unsorted,C-008 / unsorted,C-007,C-008,194,4713,0.0258,15.28,650.0,10,0.0,0.0,0.0,True
unsorted-unsorted,C-027 / unsorted,C-003 / unsorted,C-027,C-003,5137,1391,0.0252,13.69,325.0,5,0.0,0.0,0.0009,True
unsorted-unsorted,C-027 / unsorted,C-029 / unsorted,C-027,C-029,5137,1280,0.025,13.6,650.0,10,0.0,0.0,0.0008,True
unsorted-unsorted,C-002 / unsorted,C-014 / unsorted,C-002,C-014,20808,5857,0.0248,3.33,130.0,2,0.0,0.0,0.0079,False
unsorted-unsorted,C-027 / unsorted,C-002 / unsorted,C-027,C-002,5137,20808,0.0247,3.32,715.0,11,0.0,0.0,0.007,False
unsorted-unsorted,C-012 / unsorted,C-018 / unsorted,C-012,C-018,1217,3593,0.0247,19.17,325.0,5,0.0,0.0,0.0006,True
unsorted-unsorted,C-005 / unsorted,C-028 / unsorted,C-005,C-028,8327,2850,0.0246,8.24,585.0,9,0.0,0.0,0.0043,True
unsorted-unsorted,C-020 / unsorted,C-029 / unsorted,C-020,C-029,9727,1280,0.0242,6.96,910.0,14,0.0,0.0,0.0014,True
unsorted-unsorted,C-028 / unsorted,C-014 / unsorted,C-028,C-014,2850,5857,0.0242,11.55,585.0,9,0.0,0.0,0.0058,False
unsorted-unsorted,C-026 / unsorted,C-027 / unsorted,C-026,C-027,1405,5137,0.0242,13.17,390.0,6,0.0,0.0,0.0018,True
unsorted-unsorted,C-006 / unsorted,C-012 / unsorted,C-006,C-012,1269,1217,0.0238,52.48,780.0,12,0.0,0.0,0.0004,True
unsorted-unsorted,C-012 / unsorted,C-029 / unsorted,C-012,C-029,1217,1280,0.0238,52.03,455.0,7,0.0,0.0,0.0024,True
unsorted-unsorted,C-012 / unsorted,C-030 / unsorted,C-012,C-030,1217,1247,0.0238,53.41,975.0,15,0.0,0.0,0.0012,True
unsorted-unsorted,C-008 / unsorted,C-015 / unsorted,C-008,C-015,4713,3372,0.0237,14.07,260.0,4,0.0,0.0,0.0035,True
unsorted-unsorted,C-011 / unsorted,C-002 / unsorted,C-011,C-002,8741,20808,0.0236,3.17,910.0,14,0.0,0.0,0.0108,False
unsorted-unsorted,C-000 / unsorted,C-008 / unsorted,C-000,C-008,3170,4713,0.0233,13.84,130.0,2,0.0,0.0,0.0014,True
unsorted-unsorted,C-027 / unsorted,C-030 / unsorted,C-027,C-030,5137,1247,0.0233,12.65,1170.0,18,0.0,0.0,0.0009,True
unsorted-unsorted,C-020 / unsorted,C-019 / unsorted,C-020,C-019,9727,1518,0.0231,6.62,390.0,6,0.0,0.0,0.0023,True
unsorted-unsorted,C-009 / unsorted,C-012 / unsorted,C-009,C-012,1447,1217,0.023,44.44,260.0,4,0.0,0.0,0.0008,True
unsorted-unsorted,C-010 / unsorted,C-022 / unsorted,C-010,C-022,1015,3737,0.0227,16.95,325.0,5,0.0,0.0,0.0013,True
unsorted-unsorted,C-012 / unsorted,C-013 / unsorted,C-012,C-013,1217,1210,0.0223,51.24,390.0,6,0.0,0.0,0.0008,True
unsorted-unsorted,C-026 / unsorted,C-012 / unsorted,C-026,C-012,1405,1217,0.0222,44.13,585.0,9,0.0,0.0,0.0019,True
unsorted-unsorted,C-005 / unsorted,C-002 / unsorted,C-005,C-002,8327,20808,0.022,2.95,1040.0,16,0.0,0.0,0.0095,False
unsorted-unsorted,C-020 / unsorted,C-022 / unsorted,C-020,C-022,9727,3737,0.0217,6.23,130.0,2,0.0,0.0,0.0052,False
unsorted-unsorted,C-020 / unsorted,C-003 / unsorted,C-020,C-003,9727,1391,0.0216,6.2,585.0,9,0.0,0.0,0.0017,True
unsorted-unsorted,C-020 / unsorted,C-013 / unsorted,C-020,C-013,9727,1210,0.0215,6.17,845.0,13,0.0,0.0,0.0016,True
unsorted-unsorted,C-011 / unsorted,C-012 / unsorted,C-011,C-012,8741,1217,0.0214,6.83,390.0,6,0.0,0.0,0.0027,True
unsorted-unsorted,C-026 / unsorted,C-022 / unsorted,C-026,C-022,1405,3737,0.0214,15.97,260.0,4,0.0,0.0,0.0018,True
unsorted-unsorted,C-022 / unsorted,C-002 / unsorted,C-022,C-002,3737,20808,0.0211,2.84,845.0,13,0.0,0.0,0.0053,False
unsorted-unsorted,C-011 / unsorted,C-028 / unsorted,C-011,C-028,8741,2850,0.0207,6.62,455.0,7,0.0,0.0,0.0042,True
unsorted-unsorted,C-006 / unsorted,C-007 / unsorted,C-006,C-007,1269,194,0.0206,45.41,1040.0,16,0.0,0.0,0.0007,True
unsorted-unsorted,C-021 / unsorted,C-007 / unsorted,C-021,C-007,9950,194,0.0206,5.79,975.0,15,0.0,0.0,0.0,True
unsorted-unsorted,C-010 / unsorted,C-007 / unsorted,C-010,C-007,1015,194,0.0206,56.77,910.0,14,0.0,0.0,0.0,True
unsorted-unsorted,C-019 / unsorted,C-007 / unsorted,C-019,C-007,1518,194,0.0206,37.96,325.0,5,0.0,0.0,0.0012,True
unsorted-unsorted,C-007 / unsorted,C-013 / unsorted,C-007,C-013,194,1210,0.0206,47.62,130.0,2,0.0,0.0,0.0014,True
unsorted-unsorted,C-007 / unsorted,C-017 / unsorted,C-007,C-017,194,4860,0.0206,11.86,325.0,5,0.0,0.0,0.0012,True
unsorted-unsorted,C-005 / unsorted,C-012 / unsorted,C-005,C-012,8327,1217,0.0205,6.89,520.0,8,0.0,0.0,0.0022,True
unsorted-unsorted,C-011 / unsorted,C-018 / unsorted,C-011,C-018,8741,3593,0.0192,6.14,715.0,11,0.0,0.0,0.0045,True
unsorted-unsorted,C-005 / unsorted,C-017 / unsorted,C-005,C-017,8327,4860,0.0189,6.35,1105.0,17,0.0,0.0,0.0046,True
unsorted-unsorted,C-017 / unsorted,C-016 / unsorted,C-017,C-016,4860,213,0.0188,10.8,520.0,8,0.0,0.0,0.0006,True
unsorted-unsorted,C-005 / unsorted,C-018 / unsorted,C-005,C-018,8327,3593,0.0184,6.17,845.0,13,0.0,0.0,0.0044,True
unsorted-unsorted,C-018 / unsorted,C-015 / unsorted,C-018,C-015,3593,3372,0.0175,13.61,845.0,13,0.0,0.0,0.0038,True
unsorted-unsorted,C-020 / unsorted,C-002 / unsorted,C-020,C-002,9727,20808,0.0174,2.33,975.0,15,0.0,0.0,0.011,False
unsorted-unsorted,C-027 / unsorted,C-012 / unsorted,C-027,C-012,5137,1217,0.0173,9.39,195.0,3,0.0,0.0,0.0005,True
unsorted-unsorted,C-022 / unsorted,C-024 / unsorted,C-022,C-024,3737,708,0.0169,12.68,520.0,8,0.0,0.0,0.0009,True
unsorted-unsorted,C-005 / unsorted,C-008 / unsorted,C-005,C-008,8327,4713,0.0168,5.63,1430.0,22,0.0,0.0,0.0042,True
unsorted-unsorted,C-002 / unsorted,C-023 / unsorted,C-002,C-023,20808,6584,0.0167,2.24,325.0,5,0.0,0.0,0.0084,False
unsorted-unsorted,C-014 / unsorted,C-000 / unsorted,C-014,C-000,5857,3170,0.0164,7.83,130.0,2,0.0,0.0,0.0143,False
unsorted-unsorted,C-004 / unsorted,C-002 / unsorted,C-004,C-002,6573,20808,0.016,2.15,650.0,10,0.0,0.0,0.0077,False
unsorted-unsorted,C-011 / unsorted,C-017 / unsorted,C-011,C-017,8741,4860,0.0158,5.07,975.0,15,0.0,0.0,0.0047,True
unsorted-unsorted,C-027 / unsorted,C-014 / unsorted,C-027,C-014,5137,5857,0.0158,7.52,845.0,13,0.0,0.0,0.0105,False
unsorted-unsorted,C-012 / unsorted,C-014 / unsorted,C-012,C-014,1217,5857,0.0156,7.45,650.0,10,0.0,0.0,0.0004,True
unsorted-unsorted,C-011 / unsorted,C-007 / unsorted,C-011,C-007,8741,194,0.0155,4.94,650.0,10,0.0,0.0,0.0002,True
unsorted-unsorted,C-009 / unsorted,C-007 / unsorted,C-009,C-007,1447,194,0.0155,29.87,520.0,8,0.0,0.0,0.0,True
unsorted-unsorted,C-012 / unsorted,C-007 / unsorted,C-012,C-007,1217,194,0.0155,35.51,260.0,4,0.0,0.0,0.0,True
unsorted-unsorted,C-003 / unsorted,C-007 / unsorted,C-003,C-007,1391,194,0.0155,31.07,130.0,2,0.0,0.0,0.0,True
unsorted-unsorted,C-007 / unsorted,C-031 / unsorted,C-007,C-031,194,1408,0.0155,30.67,455.0,7,0.0,0.0,0.0038,True
unsorted-unsorted,C-007 / unsorted,C-030 / unsorted,C-007,C-030,194,1247,0.0155,34.66,715.0,11,0.0,0.0,0.0,True
unsorted-unsorted,C-007 / unsorted,C-001 / unsorted,C-007,C-001,194,585,0.0155,73.88,780.0,12,0.0,0.0,0.0,True
unsorted-unsorted,C-027 / unsorted,C-028 / unsorted,C-027,C-028,5137,2850,0.0154,8.4,260.0,4,0.0,0.0,0.0063,False
unsorted-unsorted,C-022 / unsorted,C-001 / unsorted,C-022,C-001,3737,585,0.0154,11.51,1365.0,21,0.0,0.0,0.0007,True
unsorted-unsorted,C-018 / unsorted,C-014 / unsorted,C-018,C-014,3593,5857,0.0153,7.3,325.0,5,0.0,0.0,0.004,True
unsorted-unsorted,C-020 / unsorted,C-030 / unsorted,C-020,C-030,9727,1247,0.0152,4.38,1430.0,22,0.0,0.0,0.0012,True
unsorted-unsorted,C-020 / unsorted,C-028 / unsorted,C-020,C-028,9727,2850,0.0151,4.33,520.0,8,0.0,0.0,0.0046,True
unsorted-unsorted,C-011 / unsorted,C-008 / unsorted,C-011,C-008,8741,4713,0.0146,4.68,1300.0,20,0.0,0.0,0.0052,False
unsorted-unsorted,C-009 / unsorted,C-004 / unsorted,C-009,C-004,1447,6573,0.0145,6.17,130.0,2,0.0,0.0,0.0025,True
unsorted-unsorted,C-025 / unsorted,C-011 / unsorted,C-025,C-011,7555,8741,0.0144,4.61,455.0,7,0.0,0.0,0.0083,False
unsorted-unsorted,C-026 / unsorted,C-004 / unsorted,C-026,C-004,1405,6573,0.0142,6.05,455.0,7,0.0,0.0,0.003,True
unsorted-unsorted,C-002 / unsorted,C-000 / unsorted,C-002,C-000,20808,3170,0.0142,1.91,260.0,4,0.0,0.0,0.0039,True
unsorted-unsorted,C-005 / unsorted,C-022 / unsorted,C-005,C-022,8327,3737,0.0142,4.76,195.0,3,0.0,0.0,0.0061,False
unsorted-unsorted,C-014 / unsorted,C-016 / unsorted,C-014,C-016,5857,213,0.0141,6.72,455.0,7,0.0,0.0,0.0008,True
unsorted-unsorted,C-020 / unsorted,C-017 / unsorted,C-020,C-017,9727,4860,0.0134,3.84,1040.0,16,0.0,0.0,0.0055,False
unsorted-unsorted,C-014 / unsorted,C-008 / unsorted,C-014,C-008,5857,4713,0.0134,6.38,260.0,4,0.0,0.0,0.0026,True
unsorted-unsorted,C-022 / unsorted,C-029 / unsorted,C-022,C-029,3737,1280,0.0133,9.93,780.0,12,0.0,0.0,0.001,True
unsorted-unsorted,C-025 / unsorted,C-005 / unsorted,C-025,C-005,7555,8327,0.0132,4.44,325.0,5,0.0,0.0,0.0085,False
unsorted-unsorted,C-020 / unsorted,C-015 / unsorted,C-020,C-015,9727,3372,0.013,3.75,1625.0,25,0.0,0.0,0.0036,True
unsorted-unsorted,C-020 / unsorted,C-031 / unsorted,C-020,C-031,9727,1408,0.0128,3.67,1170.0,18,0.0,0.0,0.0031,True
unsorted-unsorted,C-004 / unsorted,C-024 / unsorted,C-004,C-024,6573,708,0.0127,5.4,325.0,5,0.0,0.0,0.001,True
unsorted-unsorted,C-021 / unsorted,C-027 / unsorted,C-021,C-027,9950,5137,0.0123,3.44,520.0,8,0.0,0.0,0.0049,True
unsorted-unsorted,C-014 / unsorted,C-015 / unsorted,C-014,C-015,5857,3372,0.0119,5.66,520.0,8,0.0,0.0,0.0034,True
unsorted-unsorted,C-010 / unsorted,C-004 / unsorted,C-010,C-004,1015,6573,0.0118,5.03,520.0,8,0.0,0.0,0.002,True
unsorted-unsorted,C-025 / unsorted,C-022 / unsorted,C-025,C-022,7555,3737,0.0118,4.36,520.0,8,0.0,0.0,0.0061,False
unsorted-unsorted,C-025 / unsorted,C-020 / unsorted,C-025,C-020,7555,9727,0.0115,3.31,390.0,6,0.0,0.0,0.0079,False
unsorted-unsorted,C-022 / unsorted,C-003 / unsorted,C-022,C-003,3737,1391,0.0115,8.6,455.0,7,0.0,0.0,0.0022,True
unsorted-unsorted,C-011 / unsorted,C-027 / unsorted,C-011,C-027,8741,5137,0.0115,3.67,195.0,3,0.0,0.0,0.0057,False
unsorted-unsorted,C-011 / unsorted,C-015 / unsorted,C-011,C-015,8741,3372,0.0113,3.6,1560.0,24,0.0,0.0,0.0043,True
unsorted-unsorted,C-025 / unsorted,C-014 / unsorted,C-025,C-014,7555,5857,0.0113,4.17,1495.0,23,0.0,0.0,0.0033,True
unsorted-unsorted,C-020 / unsorted,C-018 / unsorted,C-020,C-018,9727,3593,0.0111,3.2,780.0,12,0.0,0.0,0.0043,True
unsorted-unsorted,C-027 / unsorted,C-017 / unsorted,C-027,C-017,5137,4860,0.0111,6.04,780.0,12,0.0,0.0,0.0041,True
unsorted-unsorted,C-009 / unsorted,C-023 / unsorted,C-009,C-023,1447,6584,0.0111,4.69,1105.0,17,0.0,0.0,0.0029,True
unsorted-unsorted,C-004 / unsorted,C-029 / unsorted,C-004,C-029,6573,1280,0.0109,4.65,585.0,9,0.0,0.0,0.0015,True
unsorted-unsorted,C-021 / unsorted,C-022 / unsorted,C-021,C-022,9950,3737,0.0107,3.01,390.0,6,0.0,0.0,0.0038,True
unsorted-unsorted,C-020 / unsorted,C-008 / unsorted,C-020,C-008,9727,4713,0.0104,2.99,1365.0,21,0.0,0.0,0.0049,True
unsorted-unsorted,C-007 / unsorted,C-015 / unsorted,C-007,C-015,194,3372,0.0103,8.54,910.0,14,0.0,0.0,0.0,True
unsorted-unsorted,C-004 / unsorted,C-001 / unsorted,C-004,C-001,6573,585,0.0103,4.36,1170.0,18,0.0,0.0,0.0004,True
unsorted-unsorted,C-023 / unsorted,C-001 / unsorted,C-023,C-001,6584,585,0.0103,4.35,195.0,3,0.0,0.0,0.0007,True
unsorted-unsorted,C-006 / unsorted,C-020 / unsorted,C-006,C-020,1269,9727,0.0102,2.94,325.0,5,0.0,0.0,0.0025,True
unsorted-unsorted,C-029 / unsorted,C-023 / unsorted,C-029,C-023,1280,6584,0.0102,4.31,390.0,6,0.0,0.0,0.0018,True
unsorted-unsorted,C-004 / unsorted,C-003 / unsorted,C-004,C-003,6573,1391,0.0101,4.28,260.0,4,0.0,0.0,0.002,True
unsorted-unsorted,C-027 / unsorted,C-018 / unsorted,C-027,C-018,5137,3593,0.01,5.45,520.0,8,0.0,0.0,0.0055,False
unsorted-unsorted,C-012 / unsorted,C-015 / unsorted,C-012,C-015,1217,3372,0.0099,8.17,1170.0,18,0.0,0.0,0.0011,True
unsorted-unsorted,C-021 / unsorted,C-011 / unsorted,C-021,C-011,9950,8741,0.0097,2.73,325.0,5,0.0,0.0,0.007,False
unsorted-unsorted,C-004 / unsorted,C-030 / unsorted,C-004,C-030,6573,1247,0.0096,4.09,1105.0,17,0.0,0.0,0.002,True
unsorted-unsorted,C-021 / unsorted,C-014 / unsorted,C-021,C-014,9950,5857,0.0096,2.69,1365.0,21,0.0,0.0,0.0036,True
unsorted-unsorted,C-020 / unsorted,C-004 / unsorted,C-020,C-004,9727,6573,0.0094,2.71,325.0,5,0.0,0.0,0.0089,False
unsorted-unsorted,C-025 / unsorted,C-016 / unsorted,C-025,C-016,7555,213,0.0094,3.47,1950.0,30,0.0,0.0,0.0,True
unsorted-unsorted,C-021 / unsorted,C-016 / unsorted,C-021,C-016,9950,213,0.0094,2.64,1820.0,28,0.0,0.0,0.0004,True
unsorted-unsorted,C-004 / unsorted,C-016 / unsorted,C-004,C-016,6573,213,0.0094,3.99,1235.0,19,0.0,0.0,0.0007,True
unsorted-unsorted,C-028 / unsorted,C-016 / unsorted,C-028,C-016,2850,213,0.0094,9.21,1040.0,16,0.0,0.0,0.0007,True
unsorted-unsorted,C-005 / unsorted,C-027 / unsorted,C-005,C-027,8327,5137,0.0093,3.14,325.0,5,0.0,0.0,0.0062,False
unsorted-unsorted,C-026 / unsorted,C-000 / unsorted,C-026,C-000,1405,3170,0.0093,8.16,1365.0,21,0.0,0.0,0.0046,True
unsorted-unsorted,C-022 / unsorted,C-019 / unsorted,C-022,C-019,3737,1518,0.0092,6.9,260.0,4,0.0,0.0,0.0023,True
unsorted-unsorted,C-020 / unsorted,C-014 / unsorted,C-020,C-014,9727,5857,0.0092,2.65,1105.0,17,0.0,0.0,0.0103,False
unsorted-unsorted,C-022 / unsorted,C-013 / unsorted,C-022,C-013,3737,1210,0.0091,6.8,715.0,11,0.0,0.0,0.0008,True
unsorted-unsorted,C-020 / unsorted,C-027 / unsorted,C-020,C-027,9727,5137,0.009,2.57,260.0,4,0.0,0.0,0.0067,False
unsorted-unsorted,C-005 / unsorted,C-015 / unsorted,C-005,C-015,8327,3372,0.0089,2.99,1690.0,26,0.0,0.0,0.0039,True
unsorted-unsorted,C-027 / unsorted,C-015 / unsorted,C-027,C-015,5137,3372,0.0089,4.84,1365.0,21,0.0,0.0,0.0034,True
unsorted-unsorted,C-005 / unsorted,C-014 / unsorted,C-005,C-014,8327,5857,0.0089,2.98,1170.0,18,0.0,0.0,0.008,False
unsorted-unsorted,C-025 / unsorted,C-027 / unsorted,C-025,C-027,7555,5137,0.0088,3.24,650.0,10,0.0,0.0,0.0024,True
unsorted-unsorted,C-011 / unsorted,C-014 / unsorted,C-011,C-014,8741,5857,0.0087,2.78,1040.0,16,0.0,0.0,0.0056,False
unsorted-unsorted,C-022 / unsorted,C-017 / unsorted,C-022,C-017,3737,4860,0.0086,4.92,910.0,14,0.0,0.0,0.0035,True
unsorted-unsorted,C-020 / unsorted,C-000 / unsorted,C-020,C-000,9727,3170,0.0085,2.45,1235.0,19,0.0,0.0,0.0071,False
