pair_type,uid_a,uid_b,channel_a,channel_b,n_a,n_b,coincidence,ratio_over_chance,distance_um,contacts_apart,refractory_a,refractory_b,refractory_merged,merged_refractory_ok
unsorted-unsorted,C-026 / unsorted,C-011 / unsorted,C-026,C-011,1405,8741,0.2633,84.2,195.0,3,0.0,0.0,0.001,True
unsorted-unsorted,C-026 / unsorted,C-002 / unsorted,C-026,C-002,1405,20808,0.2591,34.8,1105.0,17,0.0,0.0,0.0019,True
unsorted-unsorted,C-017 / unsorted,C-001 / unsorted,C-017,C-001,4860,585,0.2496,143.52,455.0,7,0.0,0.0,0.0038,True
unsorted-unsorted,C-025 / unsorted,C-010 / unsorted,C-025,C-010,7555,1015,0.2473,91.48,195.0,3,0.0,0.0,0.0019,True
unsorted-unsorted,C-025 / unsorted,C-024 / unsorted,C-025,C-024,7555,708,0.2472,91.44,1040.0,16,0.0,0.0,0.0012,True
unsorted-unsorted,C-021 / unsorted,C-010 / unsorted,C-021,C-010,9950,1015,0.2345,65.86,65.0,1,0.0,0.0,0.0014,True
unsorted-unsorted,C-028 / unsorted,C-024 / unsorted,C-028,C-024,2850,708,0.2345,229.92,130.0,2,0.0,0.0,0.0027,True
unsorted-unsorted,C-013 / unsorted,C-017 / unsorted,C-013,C-017,1210,4860,0.2314,133.07,195.0,3,0.0,0.0,0.0038,True
unsorted-unsorted,C-010 / unsorted,C-024 / unsorted,C-010,C-024,1015,708,0.2302,633.92,845.0,13,0.0,0.0,0.0,True
unsorted-unsorted,C-026 / unsorted,C-024 / unsorted,C-026,C-024,1405,708,0.2302,457.95,780.0,12,0.0,0.0,0.0015,True
unsorted-unsorted,C-026 / unsorted,C-017 / unsorted,C-026,C-017,1405,4860,0.2299,132.2,1170.0,18,0.0,0.0,0.0037,True
unsorted-unsorted,C-009 / unsorted,C-024 / unsorted,C-009,C-024,1447,708,0.2232,431.02,455.0,7,0.0,0.0,0.0035,True
unsorted-unsorted,C-029 / unsorted,C-017 / unsorted,C-029,C-017,1280,4860,0.2227,128.04,130.0,2,0.0,0.0,0.0022,True
unsorted-unsorted,C-009 / unsorted,C-002 / unsorted,C-009,C-002,1447,20808,0.2218,29.8,780.0,12,0.0,0.0,0.003,True
unsorted-unsorted,C-019 / unsorted,C-024 / unsorted,C-019,C-024,1518,708,0.2203,405.66,260.0,4,0.0,0.0,0.001,True
unsorted-unsorted,C-025 / unsorted,C-006 / unsorted,C-025,C-006,7555,1269,0.2199,81.33,65.0,1,0.0,0.0,0.0007,True
unsorted-unsorted,C-010 / unsorted,C-001 / unsorted,C-010,C-001,1015,585,0.2171,597.76,1690.0,26,0.0,0.0,0.0034,True
unsorted-unsorted,C-025 / unsorted,C-001 / unsorted,C-025,C-001,7555,585,0.2154,79.68,1885.0,29,0.0,0.0,0.0011,True
unsorted-unsorted,C-010 / unsorted,C-028 / unsorted,C-010,C-028,1015,2850,0.2118,207.72,715.0,11,0.0,0.0,0.0027,True
unsorted-unsorted,C-024 / unsorted,C-013 / unsorted,C-024,C-013,708,1210,0.2105,486.08,195.0,3,0.0,0.0,0.0028,True
unsorted-unsorted,C-009 / unsorted,C-017 / unsorted,C-009,C-017,1447,4860,0.208,119.62,845.0,13,0.0,0.0,0.0048,True
unsorted-unsorted,C-019 / unsorted,C-002 / unsorted,C-019,C-002,1518,20808,0.2049,27.52,585.0,9,0.0,0.0,0.0026,True
unsorted-unsorted,C-013 / unsorted,C-029 / unsorted,C-013,C-029,1210,1280,0.2033,443.9,65.0,1,0.0,0.0,0.0013,True
unsorted-unsorted,C-010 / unsorted,C-009 / unsorted,C-010,C-009,1015,1447,0.203,391.99,390.0,6,0.0,0.0,0.0027,True
unsorted-unsorted,C-024 / unsorted,C-029 / unsorted,C-024,C-029,708,1280,0.202,441.0,260.0,4,0.0,0.0,0.0022,True
unsorted-unsorted,C-024 / unsorted,C-008 / unsorted,C-024,C-008,708,4713,0.2006,118.93,715.0,11,0.0,0.0,0.0008,True
unsorted-unsorted,C-028 / unsorted,C-001 / unsorted,C-028,C-001,2850,585,0.1983,194.45,975.0,15,0.0,0.0,0.0027,True
unsorted-unsorted,C-009 / unsorted,C-001 / unsorted,C-009,C-001,1447,585,0.1966,379.68,1300.0,20,0.0,0.0,0.0031,True
unsorted-unsorted,C-003 / unsorted,C-001 / unsorted,C-003,C-001,1391,585,0.1966,394.97,910.0,14,0.0,0.0,0.0005,True
unsorted-unsorted,C-013 / unsorted,C-001 / unsorted,C-013,C-001,1210,585,0.1966,454.04,650.0,10,0.0,0.0,0.0012,True
unsorted-unsorted,C-010 / unsorted,C-019 / unsorted,C-010,C-019,1015,1518,0.1961,360.96,585.0,9,0.0,0.0,0.0021,True
unsorted-unsorted,C-026 / unsorted,C-001 / unsorted,C-026,C-001,1405,585,0.1949,387.63,1625.0,25,0.0,0.0,0.0021,True
unsorted-unsorted,C-019 / unsorted,C-001 / unsorted,C-019,C-001,1518,585,0.1915,352.48,1105.0,17,0.0,0.0,0.002,True
unsorted-unsorted,C-004 / unsorted,C-019 / unsorted,C-004,C-019,6573,1518,0.1897,80.67,65.0,1,0.0,0.0,0.0018,True
unsorted-unsorted,C-028 / unsorted,C-003 / unsorted,C-028,C-003,2850,1391,0.1884,184.7,65.0,1,0.0,0.0,0.0028,True
unsorted-unsorted,C-029 / unsorted,C-001 / unsorted,C-029,C-001,1280,585,0.188,410.55,585.0,9,0.0,0.0,0.0006,True
unsorted-unsorted,C-024 / unsorted,C-001 / unsorted,C-024,C-001,708,585,0.1846,728.74,845.0,13,0.0,0.0,0.0008,True
unsorted-unsorted,C-019 / unsorted,C-017 / unsorted,C-019,C-017,1518,4860,0.1845,106.07,650.0,10,0.0,0.0,0.0034,True
unsorted-unsorted,C-010 / unsorted,C-013 / unsorted,C-010,C-013,1015,1210,0.1823,420.98,1040.0,16,0.0,0.0,0.0029,True
unsorted-unsorted,C-003 / unsorted,C-002 / unsorted,C-003,C-002,1391,20808,0.1804,24.24,390.0,6,0.0,0.0,0.003,True
unsorted-unsorted,C-010 / unsorted,C-003 / unsorted,C-010,C-003,1015,1391,0.1783,358.29,780.0,12,0.0,0.0,0.0031,True
unsorted-unsorted,C-010 / unsorted,C-029 / unsorted,C-010,C-029,1015,1280,0.1764,385.05,1105.0,17,0.0,0.0,0.0024,True
unsorted-unsorted,C-024 / unsorted,C-018 / unsorted,C-024,C-018,708,3593,0.1751,136.23,130.0,2,0.0,0.0,0.0019,True
unsorted-unsorted,C-002 / unsorted,C-030 / unsorted,C-002,C-030,20808,1247,0.1748,23.48,455.0,7,0.0,0.0,0.0016,True
unsorted-unsorted,C-010 / unsorted,C-008 / unsorted,C-010,C-008,1015,4713,0.1714,101.65,1560.0,24,0.0,0.0,0.0018,True
unsorted-unsorted,C-003 / unsorted,C-017 / unsorted,C-003,C-017,1391,4860,0.1697,97.56,455.0,7,0.0,0.0,0.0037,True
unsorted-unsorted,C-011 / unsorted,C-022 / unsorted,C-011,C-022,8741,3737,0.1691,54.07,65.0,1,0.0,0.0,0.0054,False
unsorted-unsorted,C-021 / unsorted,C-024 / unsorted,C-021,C-024,9950,708,0.1681,47.21,910.0,14,0.0,0.0,0.001,True
unsorted-unsorted,C-025 / unsorted,C-026 / unsorted,C-025,C-026,7555,1405,0.1665,61.61,260.0,4,0.0,0.0,0.0021,True
unsorted-unsorted,C-024 / unsorted,C-030 / unsorted,C-024,C-030,708,1247,0.1638,367.2,780.0,12,0.0,0.0,0.0022,True
unsorted-unsorted,C-025 / unsorted,C-013 / unsorted,C-025,C-013,7555,1210,0.1595,59.0,1235.0,19,0.0,0.0,0.0012,True
unsorted-unsorted,C-018 / unsorted,C-013 / unsorted,C-018,C-013,3593,1210,0.157,122.14,65.0,1,0.0,0.0,0.0026,True
unsorted-unsorted,C-006 / unsorted,C-024 / unsorted,C-006,C-024,1269,708,0.1568,345.28,975.0,15,0.0,0.0,0.0032,True
unsorted-unsorted,C-026 / unsorted,C-028 / unsorted,C-026,C-028,1405,2850,0.1559,152.85,650.0,10,0.0,0.0,0.0037,True
unsorted-unsorted,C-018 / unsorted,C-001 / unsorted,C-018,C-001,3593,585,0.1556,121.0,715.0,11,0.0,0.0,0.0015,True
unsorted-unsorted,C-025 / unsorted,C-009 / unsorted,C-025,C-009,7555,1447,0.1534,56.75,585.0,9,0.0,0.0,0.0043,True
unsorted-unsorted,C-017 / unsorted,C-030 / unsorted,C-017,C-030,4860,1247,0.1524,87.62,390.0,6,0.0,0.0,0.0029,True
unsorted-unsorted,C-019 / unsorted,C-012 / unsorted,C-019,C-012,1518,1217,0.1495,275.33,65.0,1,0.0,0.0,0.002,True
unsorted-unsorted,C-026 / unsorted,C-009 / unsorted,C-026,C-009,1405,1447,0.1473,284.56,325.0,5,0.0,0.0,0.0023,True
unsorted-unsorted,C-026 / unsorted,C-013 / unsorted,C-026,C-013,1405,1210,0.1471,292.62,975.0,15,0.0,0.0,0.0029,True
unsorted-unsorted,C-006 / unsorted,C-001 / unsorted,C-006,C-001,1269,585,0.147,323.76,1820.0,28,0.0,0.0,0.0,True
unsorted-unsorted,C-028 / unsorted,C-013 / unsorted,C-028,C-013,2850,1210,0.1455,142.63,325.0,5,0.0,0.0,0.0031,True
unsorted-unsorted,C-025 / unsorted,C-029 / unsorted,C-025,C-029,7555,1280,0.1453,53.75,1300.0,20,0.0,0.0,0.0023,True
unsorted-unsorted,C-021 / unsorted,C-001 / unsorted,C-021,C-001,9950,585,0.1436,40.33,1755.0,27,0.0,0.0,0.0011,True
unsorted-unsorted,C-009 / unsorted,C-013 / unsorted,C-009,C-013,1447,1210,0.143,276.14,650.0,10,0.0,0.0,0.0032,True
unsorted-unsorted,C-006 / unsorted,C-002 / unsorted,C-006,C-002,1269,20808,0.1426,19.16,1300.0,20,0.0,0.0,0.0017,True
unsorted-unsorted,C-010 / unsorted,C-030 / unsorted,C-010,C-030,1015,1247,0.1409,315.75,1625.0,25,0.0,0.0,0.0038,True
unsorted-unsorted,C-026 / unsorted,C-019 / unsorted,C-026,C-019,1405,1518,0.1395,256.83,520.0,8,0.0,0.0,0.0026,True
unsorted-unsorted,C-028 / unsorted,C-029 / unsorted,C-028,C-029,2850,1280,0.1375,134.83,390.0,6,0.0,0.0,0.0035,True
unsorted-unsorted,C-009 / unsorted,C-028 / unsorted,C-009,C-028,1447,2850,0.1368,134.18,325.0,5,0.0,0.0,0.002,True
unsorted-unsorted,C-019 / unsorted,C-013 / unsorted,C-019,C-013,1518,1210,0.1364,251.06,455.0,7,0.0,0.0,0.0027,True
unsorted-unsorted,C-006 / unsorted,C-010 / unsorted,C-006,C-010,1269,1015,0.136,299.43,130.0,2,0.0,0.0,0.0019,True
unsorted-unsorted,C-019 / unsorted,C-028 / unsorted,C-019,C-028,1518,2850,0.1357,133.07,130.0,2,0.0,0.0,0.0031,True
unsorted-unsorted,C-026 / unsorted,C-029 / unsorted,C-026,C-029,1405,1280,0.1352,268.85,1040.0,16,0.0,0.0,0.0032,True
unsorted-unsorted,C-025 / unsorted,C-003 / unsorted,C-025,C-003,7555,1391,0.1337,49.46,975.0,15,0.0,0.0,0.0027,True
unsorted-unsorted,C-006 / unsorted,C-017 / unsorted,C-006,C-017,1269,4860,0.1324,76.13,1365.0,21,0.0,0.0,0.0018,True
unsorted-unsorted,C-013 / unsorted,C-008 / unsorted,C-013,C-008,1210,4713,0.1322,78.41,520.0,8,0.0,0.0,0.0017,True
unsorted-unsorted,C-028 / unsorted,C-002 / unsorted,C-028,C-002,2850,20808,0.1319,17.72,455.0,7,0.0,0.0,0.0057,False
unsorted-unsorted,C-025 / unsorted,C-019 / unsorted,C-025,C-019,7555,1518,0.1311,48.49,780.0,12,0.0,0.0,0.0021,True
unsorted-unsorted,C-026 / unsorted,C-003 / unsorted,C-026,C-003,1405,1391,0.128,254.54,715.0,11,0.0,0.0,0.0023,True
unsorted-unsorted,C-009 / unsorted,C-029 / unsorted,C-009,C-029,1447,1280,0.1273,245.95,715.0,11,0.0,0.0,0.0023,True
unsorted-unsorted,C-010 / unsorted,C-018 / unsorted,C-010,C-018,1015,3593,0.1271,98.86,975.0,15,0.0,0.0,0.0009,True
unsorted-unsorted,C-009 / unsorted,C-019 / unsorted,C-009,C-019,1447,1518,0.1244,229.02,195.0,3,0.0,0.0,0.004,True
unsorted-unsorted,C-009 / unsorted,C-003 / unsorted,C-009,C-003,1447,1391,0.1229,237.44,390.0,6,0.0,0.0,0.0049,True
unsorted-unsorted,C-026 / unsorted,C-008 / unsorted,C-026,C-008,1405,4713,0.121,71.75,1495.0,23,0.0,0.0,0.0025,True
unsorted-unsorted,C-029 / unsorted,C-008 / unsorted,C-029,C-008,1280,4713,0.1203,71.34,455.0,7,0.0,0.0,0.0015,True
unsorted-unsorted,C-025 / unsorted,C-030 / unsorted,C-025,C-030,7555,1247,0.1203,44.5,1820.0,28,0.0,0.0,0.0017,True
unsorted-unsorted,C-003 / unsorted,C-013 / unsorted,C-003,C-013,1391,1210,0.1174,235.79,260.0,4,0.0,0.0,0.0028,True
unsorted-unsorted,C-009 / unsorted,C-008 / unsorted,C-009,C-008,1447,4713,0.1168,69.26,1170.0,18,0.0,0.0,0.0023,True
unsorted-unsorted,C-019 / unsorted,C-003 / unsorted,C-019,C-003,1518,1391,0.1165,214.42,195.0,3,0.0,0.0,0.0033,True
unsorted-unsorted,C-021 / unsorted,C-026 / unsorted,C-021,C-026,9950,1405,0.116,32.59,130.0,2,0.0,0.0,0.0012,True
unsorted-unsorted,C-019 / unsorted,C-029 / unsorted,C-019,C-029,1518,1280,0.1156,212.87,520.0,8,0.0,0.0,0.0019,True
unsorted-unsorted,C-003 / unsorted,C-029 / unsorted,C-003,C-029,1391,1280,0.1148,230.74,325.0,5,0.0,0.0,0.002,True
unsorted-unsorted,C-003 / unsorted,C-008 / unsorted,C-003,C-008,1391,4713,0.1143,67.78,780.0,12,0.0,0.0,0.0019,True
unsorted-unsorted,C-009 / unsorted,C-030 / unsorted,C-009,C-030,1447,1247,0.1115,215.29,1235.0,19,0.0,0.0,0.0039,True
unsorted-unsorted,C-019 / unsorted,C-030 / unsorted,C-019,C-030,1518,1247,0.1115,205.22,1040.0,16,0.0,0.0,0.0023,True
unsorted-unsorted,C-028 / unsorted,C-030 / unsorted,C-028,C-030,2850,1247,0.1115,109.31,910.0,14,0.0,0.0,0.0028,True
unsorted-unsorted,C-012 / unsorted,C-028 / unsorted,C-012,C-028,1217,2850,0.1093,107.17,65.0,1,0.0,0.0,0.0008,True
unsorted-unsorted,C-026 / unsorted,C-030 / unsorted,C-026,C-030,1405,1247,0.1091,216.94,1560.0,24,0.0,0.0,0.002,True
unsorted-unsorted,C-028 / unsorted,C-017 / unsorted,C-028,C-017,2850,4860,0.1056,60.73,520.0,8,0.0,0.0,0.0063,False
unsorted-unsorted,C-019 / unsorted,C-008 / unsorted,C-019,C-008,1518,4713,0.1054,62.5,975.0,15,0.0,0.0,0.0028,True
unsorted-unsorted,C-006 / unsorted,C-026 / unsorted,C-006,C-026,1269,1405,0.1048,208.48,195.0,3,0.0,0.0,0.0028,True
unsorted-unsorted,C-006 / unsorted,C-028 / unsorted,C-006,C-028,1269,2850,0.104,102.0,845.0,13,0.0,0.0,0.002,True
unsorted-unsorted,C-003 / unsorted,C-030 / unsorted,C-003,C-030,1391,1247,0.1034,207.85,845.0,13,0.0,0.0,0.002,True
unsorted-unsorted,C-013 / unsorted,C-030 / unsorted,C-013,C-030,1210,1247,0.1,224.12,585.0,9,0.0,0.0,0.0017,True
unsorted-unsorted,C-021 / unsorted,C-009 / unsorted,C-021,C-009,9950,1447,0.0995,27.95,455.0,7,0.0,0.0,0.0012,True
unsorted-unsorted,C-014 / unsorted,C-031 / unsorted,C-014,C-031,5857,1408,0.098,46.77,65.0,1,0.0,0.0,0.0069,False
unsorted-unsorted,C-006 / unsorted,C-009 / unsorted,C-006,C-009,1269,1447,0.0977,188.73,520.0,8,0.0,0.0,0.0023,True
unsorted-unsorted,C-018 / unsorted,C-029 / unsorted,C-018,C-029,3593,1280,0.0969,75.35,130.0,2,0.0,0.0,0.0015,True
unsorted-unsorted,C-006 / unsorted,C-013 / unsorted,C-006,C-013,1269,1210,0.0967,212.95,1170.0,18,0.0,0.0,0.0034,True
unsorted-unsorted,C-006 / unsorted,C-019 / unsorted,C-006,C-019,1269,1518,0.0954,175.55,715.0,11,0.0,0.0,0.0019,True
unsorted-unsorted,C-029 / unsorted,C-030 / unsorted,C-029,C-030,1280,1247,0.0946,206.61,520.0,8,0.0,0.0,0.0012,True
unsorted-unsorted,C-026 / unsorted,C-018 / unsorted,C-026,C-018,1405,3593,0.094,73.08,910.0,14,0.0,0.0,0.0025,True
unsorted-unsorted,C-006 / unsorted,C-008 / unsorted,C-006,C-008,1269,4713,0.0922,54.67,1690.0,26,0.0,0.0,0.0015,True
unsorted-unsorted,C-006 / unsorted,C-029 / unsorted,C-006,C-029,1269,1280,0.0914,199.58,1235.0,19,0.0,0.0,0.0021,True
unsorted-unsorted,C-021 / unsorted,C-029 / unsorted,C-021,C-029,9950,1280,0.0914,25.67,1170.0,18,0.0,0.0,0.0013,True
unsorted-unsorted,C-021 / unsorted,C-019 / unsorted,C-021,C-019,9950,1518,0.0883,24.79,650.0,10,0.0,0.0,0.0019,True
unsorted-unsorted,C-006 / unsorted,C-003 / unsorted,C-006,C-003,1269,1391,0.0875,175.74,910.0,14,0.0,0.0,0.0016,True
unsorted-unsorted,C-009 / unsorted,C-018 / unsorted,C-009,C-018,1447,3593,0.0871,67.73,585.0,9,0.0,0.0,0.002,True
unsorted-unsorted,C-021 / unsorted,C-003 / unsorted,C-021,C-003,9950,1391,0.087,24.43,845.0,13,0.0,0.0,0.0026,True
unsorted-unsorted,C-021 / unsorted,C-030 / unsorted,C-021,C-030,9950,1247,0.0866,24.33,1690.0,26,0.0,0.0,0.0023,True
unsorted-unsorted,C-003 / unsorted,C-018 / unsorted,C-003,C-018,1391,3593,0.0855,66.54,195.0,3,0.0,0.0,0.0027,True
unsorted-unsorted,C-001 / unsorted,C-015 / unsorted,C-001,C-015,585,3372,0.0855,70.84,130.0,2,0.0,0.0,0.0008,True
unsorted-unsorted,C-021 / unsorted,C-013 / unsorted,C-021,C-013,9950,1210,0.0851,23.91,1105.0,17,0.0,0.0,0.002,True
unsorted-unsorted,C-018 / unsorted,C-030 / unsorted,C-018,C-030,3593,1247,0.0834,64.87,650.0,10,0.0,0.0,0.0021,True
unsorted-unsorted,C-017 / unsorted,C-014 / unsorted,C-017,C-014,4860,5857,0.0829,39.57,65.0,1,0.0,0.0,0.0064,False
unsorted-unsorted,C-024 / unsorted,C-015 / unsorted,C-024,C-015,708,3372,0.0819,67.9,975.0,15,0.0,0.0,0.001,True
unsorted-unsorted,C-006 / unsorted,C-030 / unsorted,C-006,C-030,1269,1247,0.081,178.38,1755.0,27,0.0,0.0,0.0008,True
unsorted-unsorted,C-019 / unsorted,C-018 / unsorted,C-019,C-018,1518,3593,0.0797,62.0,390.0,6,0.0,0.0,0.002,True
unsorted-unsorted,C-025 / unsorted,C-028 / unsorted,C-025,C-028,7555,2850,0.0796,29.46,910.0,14,0.0,0.0,0.0038,True
unsorted-unsorted,C-011 / unsorted,C-009 / unsorted,C-011,C-009,8741,1447,0.0795,25.41,130.0,2,0.0,0.0,0.0021,True
unsorted-unsorted,C-014 / unsorted,C-001 / unsorted,C-014,C-001,5857,585,0.0769,36.7,390.0,6,0.0,0.0,0.0009,True
unsorted-unsorted,C-010 / unsorted,C-015 / unsorted,C-010,C-015,1015,3372,0.0768,63.69,1820.0,28,0.0,0.0,0.0014,True
unsorted-unsorted,C-002 / unsorted,C-008 / unsorted,C-002,C-008,20808,4713,0.0768,10.32,390.0,6,0.0,0.0,0.0064,False
unsorted-unsorted,C-027 / unsorted,C-004 / unsorted,C-027,C-004,5137,6573,0.0755,32.11,65.0,1,0.0,0.0,0.0035,True
unsorted-unsorted,C-011 / unsorted,C-001 / unsorted,C-011,C-001,8741,585,0.0752,24.05,1430.0,22,0.0,0.0,0.0008,True
unsorted-unsorted,C-025 / unsorted,C-017 / unsorted,C-025,C-017,7555,4860,0.0739,27.33,1430.0,22,0.0,0.0,0.0058,False
unsorted-unsorted,C-006 / unsorted,C-018 / unsorted,C-006,C-018,1269,3593,0.0733,57.0,1105.0,17,0.0,0.0,0.0019,True
unsorted-unsorted,C-010 / unsorted,C-005 / unsorted,C-010,C-005,1015,8327,0.0729,24.47,130.0,2,0.0,0.0,0.0013,True
unsorted-unsorted,C-005 / unsorted,C-001 / unsorted,C-005,C-001,8327,585,0.0701,23.52,1560.0,24,0.0,0.0,0.0008,True
unsorted-unsorted,C-005 / unsorted,C-024 / unsorted,C-005,C-024,8327,708,0.0692,23.23,715.0,11,0.0,0.0,0.0008,True
unsorted-unsorted,C-024 / unsorted,C-014 / unsorted,C-024,C-014,708,5857,0.0692,33.02,455.0,7,0.0,0.0,0.0008,True
unsorted-unsorted,C-028 / unsorted,C-008 / unsorted,C-028,C-008,2850,4713,0.0625,37.04,845.0,13,0.0,0.0,0.0037,True
unsorted-unsorted,C-018 / unsorted,C-002 / unsorted,C-018,C-002,3593,20808,0.0612,8.22,195.0,3,0.0,0.0,0.0054,False
unsorted-unsorted,C-010 / unsorted,C-014 / unsorted,C-010,C-014,1015,5857,0.0611,29.15,1300.0,20,0.0,0.0,0.0019,True
unsorted-unsorted,C-017 / unsorted,C-008 / unsorted,C-017,C-008,4860,4713,0.0596,34.29,325.0,5,0.0,0.0,0.0048,True
unsorted-unsorted,C-026 / unsorted,C-015 / unsorted,C-026,C-015,1405,3372,0.0591,48.96,1755.0,27,0.0,0.0,0.0013,True
unsorted-unsorted,C-005 / unsorted,C-009 / unsorted,C-005,C-009,8327,1447,0.0587,19.72,260.0,4,0.0,0.0,0.0023,True
unsorted-unsorted,C-010 / unsorted,C-011 / unsorted,C-010,C-011,1015,8741,0.0581,18.59,260.0,4,0.0,0.0,0.0015,True
unsorted-unsorted,C-011 / unsorted,C-024 / unsorted,C-011,C-024,8741,708,0.0579,18.52,585.0,9,0.0,0.0,0.0006,True
unsorted-unsorted,C-013 / unsorted,C-015 / unsorted,C-013,C-015,1210,3372,0.0579,47.95,780.0,12,0.0,0.0,0.0009,True
unsorted-unsorted,C-025 / unsorted,C-002 / unsorted,C-025,C-002,7555,20808,0.0574,7.72,1365.0,21,0.0,0.0,0.0105,False
unsorted-unsorted,C-007 / unsorted,C-018 / unsorted,C-007,C-018,194,3593,0.0567,44.1,65.0,1,0.0,0.0,0.0,True
unsorted-unsorted,C-029 / unsorted,C-015 / unsorted,C-029,C-015,1280,3372,0.0555,45.97,715.0,11,0.0,0.0,0.0022,True
unsorted-unsorted,C-009 / unsorted,C-015 / unsorted,C-009,C-015,1447,3372,0.0553,45.82,1430.0,22,0.0,0.0,0.0013,True
unsorted-unsorted,C-002 / unsorted,C-015 / unsorted,C-002,C-015,20808,3372,0.0537,7.21,650.0,10,0.0,0.0,0.0062,False
unsorted-unsorted,C-013 / unsorted,C-014 / unsorted,C-013,C-014,1210,5857,0.0521,24.84,260.0,4,0.0,0.0,0.0029,True
unsorted-unsorted,C-003 / unsorted,C-015 / unsorted,C-003,C-015,1391,3372,0.0518,42.9,1040.0,16,0.0,0.0,0.0019,True
unsorted-unsorted,C-021 / unsorted,C-028 / unsorted,C-021,C-028,9950,2850,0.0509,14.29,780.0,12,0.0,0.0,0.0026,True
unsorted-unsorted,C-019 / unsorted,C-015 / unsorted,C-019,C-015,1518,3372,0.0501,41.5,1235.0,19,0.0,0.0,0.0021,True
unsorted-unsorted,C-027 / unsorted,C-001 / unsorted,C-027,C-001,5137,585,0.0496,26.97,1235.0,19,0.0,0.0,0.0007,True
unsorted-unsorted,C-000 / unsorted,C-023 / unsorted,C-000,C-023,3170,6584,0.0492,20.89,65.0,1,0.0,0.0,0.0018,True
unsorted-unsorted,C-030 / unsorted,C-015 / unsorted,C-030,C-015,1247,3372,0.0481,39.88,195.0,3,0.0,0.0,0.0018,True
unsorted-unsorted,C-005 / unsorted,C-013 / unsorted,C-005,C-013,8327,1210,0.0479,16.09,910.0,14,0.0,0.0,0.0017,True
