Date,Round No,Target AP Location,Target ML Location,Target DV Location,Absolute Depth (µm),Azimuth (°),Elevation (°),Region,Channel 15,Channel 16,Channel 1,Channel 30,Channel 8,Channel 23,Channel 0,Channel 31,Channel 14,Channel 17,Channel 2,Channel 29,Channel 13,Channel 18,Channel 7,Channel 24,Channel 3,Channel 28,Channel 12,Channel 19,Channel 4,Channel 27,Channel 9,Channel 22,Channel 11,Channel 20,Channel 5,Channel 26,Channel 10,Channel 21,Channel 6,Channel 25
2024-12-03,2,12.2,16.0,15.5,20000.0,12.0,45.0,ER,Multiunits,Well-isolated,Well-isolated,Disabled,Multiunits,Disabled,Disabled,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes,No spikes
